trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
563,False,"{'a': 0.2385, 'e': 0.1847041358075052}",20,10,19.855670521892847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.238, 'e': 0.1841508537381482}",20,12,5.868925756459154,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.2375, 'e': 0.18359922902771786}",20,15,7.887529227226269,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.237, 'e': 0.18304925671158812}",35,0,3.728147838242454,"{0: 32, 1: 0, 2: 2, 3: 1, 4: 0}",0
567,False,"{'a': 0.2365, 'e': 0.1825009318400043}",30,20,21.29241662357265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.236, 'e': 0.18195424947803895}",20,6,13.600088445676827,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.2355, 'e': 0.18140920470554706}",30,16,15.478091230953897,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.235, 'e': 0.1808657926171221}",25,16,4.50890477747247,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.2345, 'e': 0.18032400832205148}",25,17,16.202110138492387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.23399999999999999, 'e': 0.17978384694427296}",25,19,12.579490491148333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.23349999999999999, 'e': 0.1792453036223305}",30,20,21.425595060659894,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.23299999999999998, 'e': 0.17870837350933053}",35,11,-9.496166972754889,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
575,False,"{'a': 0.23249999999999998, 'e': 0.1781730517728984}",20,13,1.0827810572009493,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.23199999999999998, 'e': 0.17763933359513495}",20,4,14.444058778639507,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.23150000000000004, 'e': 0.17710721417257289}",20,6,-0.30956408814163394,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
578,False,"{'a': 0.23100000000000004, 'e': 0.17657668871613388}",20,12,13.09339149406654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.23050000000000004, 'e': 0.17604775245108517}",20,6,13.509291984059839,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.23000000000000004, 'e': 0.17552040061699686}",20,5,-100.51954560054922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 3}",1
581,False,"{'a': 0.22950000000000004, 'e': 0.17499462846769887}",20,12,16.058952583126057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.22900000000000004, 'e': 0.17447043127123832}",25,19,12.435309383378272,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.22850000000000004, 'e': 0.17394780430983683}",30,16,-14.93037500032684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
584,False,"{'a': 0.22800000000000004, 'e': 0.17342674287984836}",20,3,23.61575276881924,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.22750000000000004, 'e': 0.17290724229171636}",25,14,-22.789774470662834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
586,False,"{'a': 0.22700000000000004, 'e': 0.17238929786993218}",20,3,23.882139145730907,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.22650000000000003, 'e': 0.1718729049529924}",20,6,-0.6808437546943218,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
588,False,"{'a': 0.22600000000000003, 'e': 0.17135805889335737}",30,12,-4.5095223323893805,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.22550000000000003, 'e': 0.170844755057409}",20,0,-11.21223991347168,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
590,False,"{'a': 0.22500000000000003, 'e': 0.17033298882540943}",20,12,-27.42162297255463,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
591,False,"{'a': 0.22450000000000003, 'e': 0.16982275559145898}",25,18,11.39463887437682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.22400000000000003, 'e': 0.16931405076345518}",30,5,-17.05618698250237,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
593,False,"{'a': 0.22350000000000003, 'e': 0.1688068697630511}",25,12,10.990975107572199,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.22300000000000003, 'e': 0.16830120802561438}",25,17,11.483557061555969,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.22250000000000003, 'e': 0.16779706100018585}",25,13,15.328869418428546,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.22200000000000003, 'e': 0.167294424149439}",20,12,15.926207160196508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.22150000000000003, 'e': 0.16679329294963874}",25,14,0.9561340218425647,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.22100000000000003, 'e': 0.16629366289060088}",25,0,2.67572380055409,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
599,False,"{'a': 0.22050000000000003, 'e': 0.16579552947565152}",20,8,-2.8605130911526357,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
600,False,"{'a': 0.22000000000000003, 'e': 0.16529888822158653}",20,9,20.70399688864928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.21950000000000003, 'e': 0.16480373465863135}",25,7,19.654707741399324,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.21900000000000003, 'e': 0.16431006433040046}",25,15,7.179145432828395,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.21850000000000003, 'e': 0.16381787279385768}",20,10,4.464140146301721,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.21800000000000003, 'e': 0.1633271556192758}",25,8,12.963973259863003,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.21750000000000003, 'e': 0.16283790839019696}",20,8,11.045815477193784,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.21700000000000003, 'e': 0.16235012670339277}",20,10,5.320135912977637,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
607,False,"{'a': 0.21650000000000003, 'e': 0.16186380616882481}",25,12,3.387830499954159,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
608,False,"{'a': 0.21600000000000003, 'e': 0.16137894240960493}",20,5,21.359593586570746,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.21550000000000002, 'e': 0.16089553106195606}",35,19,28.896861636997006,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.21500000000000002, 'e': 0.16041356777517274}",20,15,2.2387304820584815,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.21450000000000002, 'e': 0.15993304821158225}",25,14,-28.20010350783588,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
612,False,"{'a': 0.21400000000000002, 'e': 0.15945396804650516}",25,18,13.318473714992468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.21350000000000002, 'e': 0.15897632296821687}",20,12,15.266054413239768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.21300000000000002, 'e': 0.1585001086779083}",20,0,29.161094548550487,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.21250000000000002, 'e': 0.1580253208896478}",25,13,27.058530630009333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.21200000000000002, 'e': 0.15755195533034191}",20,9,8.556264146332653,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.21150000000000002, 'e': 0.1570800077396975}",20,15,3.8115093419734634,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.21100000000000002, 'e': 0.156609473870183}",25,19,10.29561511098779,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.21050000000000002, 'e': 0.15614034948699052}",25,17,2.110096696043207,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.21000000000000002, 'e': 0.1556726303679973}",25,14,24.110655376975032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.20950000000000002, 'e': 0.15520631230372822}",20,7,-26.46805724468103,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
622,False,"{'a': 0.20900000000000002, 'e': 0.1547413910973175}",30,14,-19.311067177915668,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
623,False,"{'a': 0.20850000000000002, 'e': 0.15427786256447115}",30,13,-12.372096346911952,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
624,False,"{'a': 0.20800000000000002, 'e': 0.15381572253342926}",30,17,26.162426194623652,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.20750000000000002, 'e': 0.15335496684492847}",20,2,19.309843701257567,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.20700000000000002, 'e': 0.15289559135216438}",20,3,21.057809666300322,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.20650000000000002, 'e': 0.15243759192075454}",25,3,11.604637434351593,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
628,False,"{'a': 0.20600000000000002, 'e': 0.1519809644287009}",20,12,15.192772474946084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.20550000000000002, 'e': 0.15152570476635302}",20,15,3.082715050892103,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.20500000000000002, 'e': 0.15107180883637084}",25,8,-12.486696445948391,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.20450000000000002, 'e': 0.15061927255368793}",30,13,26.131433935580574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.20400000000000001, 'e': 0.15016809184547464}",20,16,8.520143766333328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.20350000000000001, 'e': 0.14971826265110164}",25,15,16.776919893331108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.203, 'e': 0.14926978092210305}",25,14,21.007366083351737,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.2025, 'e': 0.14882264262214037}",25,5,-3.249871925997622,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
636,False,"{'a': 0.202, 'e': 0.14837684372696583}",25,8,21.995603465622786,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.2015, 'e': 0.1479323802243864}",20,10,19.717352454647727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.201, 'e': 0.14748924811422748}",25,11,29.25120971117592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.2005, 'e': 0.1470474434082972}",20,6,-26.860259632358876,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
640,False,"{'a': 0.2, 'e': 0.14660696213035015}",25,15,19.12926918910483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.1995, 'e': 0.14616780031605184}",30,6,29.455465215274252,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.199, 'e': 0.14572995401294303}",25,11,2.6760772691648325,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
643,False,"{'a': 0.1985, 'e': 0.145293419280404}",25,14,20.993891775911184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.198, 'e': 0.14485819218961926}",20,14,-0.6513904634999279,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.1975, 'e': 0.14442426882354198}",20,14,11.385714563439018,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.197, 'e': 0.143991645276859}",20,12,13.621382210987637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.1965, 'e': 0.14356031765595542}",30,12,31.693120388387275,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.196, 'e': 0.14313028207887982}",25,16,18.52990274449012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.1955, 'e': 0.14270153467530902}",30,16,-17.848201392689397,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
650,False,"{'a': 0.195, 'e': 0.1422740715865136}",25,11,19.355755902650497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.1945, 'e': 0.14184788896532272}",20,0,-2.9956848399670504,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
652,False,"{'a': 0.194, 'e': 0.14142298297609007}",20,6,12.371304976847448,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
653,False,"{'a': 0.1935, 'e': 0.14099934979465875}",20,5,21.383535594991674,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.193, 'e': 0.1405769856083274}",25,11,28.25055908215218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.1925, 'e': 0.14015588661581535}",30,12,11.843868039547713,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
656,False,"{'a': 0.192, 'e': 0.13973604902722894}",25,15,18.988359520869757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.1915, 'e': 0.13931746906402698}",30,22,8.018204753815631,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.191, 'e': 0.138900142958987}",30,20,8.473765092787897,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.1905, 'e': 0.13848406695617121}",30,10,24.323682418896986,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.19, 'e': 0.13806923731089282}",25,11,3.327065400761401,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.1895, 'e': 0.13765565028968216}",20,11,15.534211009083817,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.189, 'e': 0.13724330217025332}",20,15,9.712021207922897,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.1885, 'e': 0.13683218924147036}",25,14,22.808498198732753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.188, 'e': 0.13642230780331424}",35,21,24.009901739604665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.1875, 'e': 0.13601365416684916}",25,18,2.0759132262917115,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.187, 'e': 0.1356062246541897}",20,9,7.567096138922674,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.1865, 'e': 0.13520001559846748}",30,11,36.4450749142087,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.186, 'e': 0.1347950233437982}",25,20,11.115131964531606,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.1855, 'e': 0.1343912442452489}",25,13,-1.7235070791291687,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
670,False,"{'a': 0.185, 'e': 0.13398867466880493}",20,10,16.65366135652698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.1845, 'e': 0.13358731099133747}",20,10,8.977549202379564,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.184, 'e': 0.1331871496005706}",30,10,16.406339300953167,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.1835, 'e': 0.13278818689504915}",25,8,-35.20195306179716,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
674,False,"{'a': 0.183, 'e': 0.13239041928410605}",30,21,3.3762354502186724,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.1825, 'e': 0.13199384318783022}",20,16,10.029793310490904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.182, 'e': 0.131598455037034}",20,0,-21.862301625804193,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
677,False,"{'a': 0.1815, 'e': 0.13120425127322136}",25,9,17.971304549214096,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.181, 'e': 0.13081122834855582}",20,7,23.071204753534204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.1805, 'e': 0.13041938272582848}",20,14,10.400187058720544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.18, 'e': 0.1300287108784259}",20,9,19.273144300862953,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.1795, 'e': 0.12963920929029896}",25,18,13.507717953312966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.179, 'e': 0.12925087445593067}",25,5,-3.2110766797303283,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
683,False,"{'a': 0.1785, 'e': 0.12886370288030502}",20,14,13.050193982834584,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.178, 'e': 0.12847769107887502}",20,9,22.06150389911786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.1775, 'e': 0.12809283557753198}",20,7,5.3043290035764965,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
686,False,"{'a': 0.177, 'e': 0.12770913291257383}",25,8,19.988937565838658,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.1765, 'e': 0.12732657963067387}",20,8,-0.6685723691758976,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
688,False,"{'a': 0.176, 'e': 0.12694517228885002}",20,0,28.119375086065116,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
689,False,"{'a': 0.1755, 'e': 0.12656490745443366}",35,22,2.579226761893547,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
690,False,"{'a': 0.175, 'e': 0.12618578170503877}",30,22,17.059488628256332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.1745, 'e': 0.12580779162853092}",20,13,13.278396130345504,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.174, 'e': 0.12543093382299692}",35,25,17.689457132076903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.1735, 'e': 0.12505520489671398}",20,12,12.467059718062597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.173, 'e': 0.12468060146811931}",25,14,9.950320678157548,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.1725, 'e': 0.12430712016577938}",30,16,25.11290879165166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.172, 'e': 0.12393475762836002}",30,20,15.496276670707093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.17149999999999999, 'e': 0.12356351050459588}",20,14,-9.361030232661507,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
698,False,"{'a': 0.17099999999999999, 'e': 0.12319337545326038}",30,19,17.104964505240012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.17049999999999998, 'e': 0.12282434914313546}",20,12,-69.49046135935532,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
700,False,"{'a': 0.16999999999999998, 'e': 0.1224564282529819}",20,11,18.405516787893113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.16949999999999998, 'e': 0.1220896094715092}",20,10,20.944302424140297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.16899999999999998, 'e': 0.12172388949734589}",25,14,-32.345624040827474,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
703,False,"{'a': 0.16849999999999998, 'e': 0.12135926503900965}",25,0,32.63537364358993,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.16800000000000004, 'e': 0.12099573281487792}",30,15,29.917747085742477,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.16750000000000004, 'e': 0.12063328955315826}",20,16,6.136291858040348,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.16700000000000004, 'e': 0.12027193199185891}",20,14,-3.962767248590385,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.16650000000000004, 'e': 0.11991165687875927}",30,14,7.555188086908708,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.16600000000000004, 'e': 0.11955246097138093}",20,16,9.793668986179114,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.16550000000000004, 'e': 0.11919434103695832}",25,16,17.19426451178548,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.16500000000000004, 'e': 0.11883729385240965}",30,12,9.560578037387053,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
711,False,"{'a': 0.16450000000000004, 'e': 0.11848131620430775}",25,16,-4.02716213680508,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
712,False,"{'a': 0.16400000000000003, 'e': 0.11812640488885146}",30,10,36.230323498095736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.16350000000000003, 'e': 0.1177725567118365}",20,9,7.480367756948889,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.16300000000000003, 'e': 0.11741976848862698}",20,4,29.43010097579097,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.16250000000000003, 'e': 0.11706803704412637}",25,11,26.75445182417405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.16200000000000003, 'e': 0.11671735921274938}",20,0,23.974007507575667,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.16150000000000003, 'e': 0.11636773183839315}",20,6,9.389303964725931,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.16100000000000003, 'e': 0.116019151774409}",25,12,24.881908573680793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.16050000000000003, 'e': 0.11567161588357389}",35,13,16.21802646308898,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
720,False,"{'a': 0.16000000000000003, 'e': 0.11532512103806251}",20,0,-57.983015497982485,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
721,False,"{'a': 0.15950000000000003, 'e': 0.11497966411941893}",20,15,11.537681494575818,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.15900000000000003, 'e': 0.11463524201852858}",20,14,12.186152566837869,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.15850000000000003, 'e': 0.11429185163559014}",20,0,24.34630798791822,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
724,False,"{'a': 0.15800000000000003, 'e': 0.11394948988008788}",20,8,10.579471446564707,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.15750000000000003, 'e': 0.11360815367076371}",20,15,9.110222019230768,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.15700000000000003, 'e': 0.11326783993558948}",30,15,25.73293138307477,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.15650000000000003, 'e': 0.11292854561173918}",20,10,19.243922107010352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.15600000000000003, 'e': 0.11259026764556165}",30,18,16.079012047096423,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.15550000000000003, 'e': 0.11225300299255297}",25,17,15.63931253088704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.15500000000000003, 'e': 0.11191674861732888}",30,17,21.578996223308394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.15450000000000003, 'e': 0.11158150149359779}",20,15,7.14090365303821,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.15400000000000003, 'e': 0.1112472586041333}",20,13,14.337436720344897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.15350000000000003, 'e': 0.11091401694074722}",20,5,27.706016795981192,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.15300000000000002, 'e': 0.11058177350426224}",25,6,35.915901660951235,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.15250000000000002, 'e': 0.11025052530448522}",20,12,16.60676714671454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.15200000000000002, 'e': 0.10992026936018012}",20,8,21.145306629004324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.15150000000000002, 'e': 0.10959100269904129}",25,13,12.50840147617753,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.15100000000000002, 'e': 0.10926272235766643}",20,9,-11.84951541646008,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
739,False,"{'a': 0.15050000000000002, 'e': 0.10893542538153032}",25,12,21.299159963964215,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.15000000000000002, 'e': 0.10860910882495796}",25,13,20.619667705882655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
