trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
918,False,"{'a': 0.061, 'e': 0.06367266050355457}",25,9,30.8398567834327,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.0605, 'e': 0.06348192876270395}",20,3,28.287585713867195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.06, 'e': 0.0632917683596407}",20,0,7.099900893225138,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
921,False,"{'a': 0.0595, 'e': 0.06310217758291994}",30,15,32.461933985579826,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.059, 'e': 0.06291315472622334}",25,18,12.188046361784458,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.058499999999999996, 'e': 0.06272469808834395}",20,14,12.723473202973034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.057999999999999996, 'e': 0.06253680597317074}",20,6,16.73949567224234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.057499999999999996, 'e': 0.06234947668967343}",25,15,16.95283435180675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.056999999999999995, 'e': 0.062162708551887165}",30,15,23.5522978621993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.056499999999999995, 'e': 0.061976499878897466}",25,17,15.846142413353354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.055999999999999994, 'e': 0.061790848994825016}",25,6,-15.273640264746895,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
929,False,"{'a': 0.055499999999999994, 'e': 0.061605754228810636}",25,17,14.00169789906935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.05499999999999999, 'e': 0.06142121391500013}",20,6,13.140757811751477,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.05449999999999999, 'e': 0.061237226392529445}",20,6,11.742082253921337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
932,False,"{'a': 0.05399999999999999, 'e': 0.06105379000550965}",30,16,24.964314699443868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.05349999999999999, 'e': 0.06087090310301205}",20,6,23.99757082176634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.05299999999999999, 'e': 0.06068856403905322}",20,8,21.092068351275888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.05249999999999999, 'e': 0.06050677117258039}",20,10,20.13799877864875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.05199999999999999, 'e': 0.06032552286745654}",25,20,9.258833991974576,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.05149999999999999, 'e': 0.06014481749244571}",20,12,13.970722896573875,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.05099999999999999, 'e': 0.05996465342119827}",25,7,36.50150541319041,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.05049999999999999, 'e': 0.059785029032236384}",30,7,38.43729007182991,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.04999999999999999, 'e': 0.05960594270893937}",25,18,14.65239108963588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.04949999999999999, 'e': 0.05942739283952904}",35,25,20.192550290982695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.04899999999999999, 'e': 0.0592493778170554}",20,15,8.904080817671357,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.04849999999999999, 'e': 0.05907189603938205}",30,16,30.32211406485139,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.04799999999999999, 'e': 0.05889494590917182}",20,12,13.651582726591554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.04749999999999999, 'e': 0.058718525833872284}",25,18,9.68865131069823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.046999999999999986, 'e': 0.0585426342257016}",25,14,18.734297787939518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.046499999999999986, 'e': 0.058367269501634116}",20,14,14.308144358148994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.045999999999999985, 'e': 0.05819243008338615}",25,13,22.932973978360504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.045499999999999985, 'e': 0.058018114397401704}",20,12,17.41069475939989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.044999999999999984, 'e': 0.057844320874838456}",30,22,15.95415602889693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.044499999999999984, 'e': 0.057671047951553533}",30,13,31.95545522585575,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.043999999999999984, 'e': 0.057498294068089484}",20,13,12.785997150388134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.04349999999999998, 'e': 0.05732605766966013}",30,15,23.65205852982559,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.04299999999999998, 'e': 0.05715433720613676}",25,17,17.564183685041574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.04249999999999998, 'e': 0.056983131132034036}",20,13,12.451852699329091,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.04199999999999998, 'e': 0.056812437906496156}",25,0,37.32850831033039,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.04149999999999998, 'e': 0.056642255993282896}",30,20,19.37191869349071,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.04099999999999998, 'e': 0.05647258386075591}",35,19,20.447684146639233,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.04049999999999998, 'e': 0.05630341998186487}",25,0,20.079097920439303,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
960,False,"{'a': 0.040000000000000036, 'e': 0.056134762834133725}",20,14,12.216834231683539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.039500000000000035, 'e': 0.05596661089964698}",25,20,9.831656571978852,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.039000000000000035, 'e': 0.05579896266503611}",20,3,30.095644179833556,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.038500000000000034, 'e': 0.055631816621465865}",30,12,31.742702273711455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.038000000000000034, 'e': 0.05546517126462075}",25,8,28.93916149924665,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.03750000000000003, 'e': 0.05529902509469138}",35,18,33.44337191581736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.03700000000000003, 'e': 0.05513337661636114}",35,17,-7.722762526046425,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
967,False,"{'a': 0.03650000000000003, 'e': 0.054968224338792594}",30,9,39.28839984607512,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.03600000000000003, 'e': 0.054803566775614154}",30,17,23.668267498555757,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.03550000000000003, 'e': 0.054639402444906594}",35,6,29.377494275812744,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
970,False,"{'a': 0.03500000000000003, 'e': 0.05447572986918986}",25,17,16.35514612179407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.03450000000000003, 'e': 0.05431254757540965}",30,22,15.807715011543237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.03400000000000003, 'e': 0.05414985409492427}",20,16,5.920722995161121,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.03350000000000003, 'e': 0.05398764796349122}",20,15,10.282143880076461,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.03300000000000003, 'e': 0.05382592772125425}",20,0,35.17466404921592,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
975,False,"{'a': 0.03250000000000003, 'e': 0.05366469191273011}",25,6,22.9839778014595,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.03200000000000003, 'e': 0.05350393908679544}",25,13,17.195244444563972,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.03150000000000003, 'e': 0.05334366779667368}",25,5,14.501872337844677,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
978,False,"{'a': 0.031000000000000028, 'e': 0.05318387659992216}",20,5,24.801254033821014,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.030500000000000027, 'e': 0.05302456405841903}",20,0,37.02992466285584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
980,False,"{'a': 0.030000000000000027, 'e': 0.05286572873835037}",25,12,18.39374286774909,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.029500000000000026, 'e': 0.05270736921019717}",25,5,-7.239988230300595,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
982,False,"{'a': 0.029000000000000026, 'e': 0.05254948404872264}",20,0,22.042368986428166,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
983,False,"{'a': 0.028500000000000025, 'e': 0.052392071832959276}",20,10,2.0575512940675855,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
984,False,"{'a': 0.028000000000000025, 'e': 0.05223513114619603}",25,19,10.247002703972312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.027500000000000024, 'e': 0.05207866057596569}",35,15,39.664835690375995,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.027000000000000024, 'e': 0.05192265871403207}",25,11,25.008046362549997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.026500000000000024, 'e': 0.051767124156377374}",25,13,20.161902667455326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.026000000000000023, 'e': 0.05161205550318949}",20,14,12.196957434482076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.025500000000000023, 'e': 0.051457451358849514}",25,10,15.937057005913074,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.025000000000000022, 'e': 0.05130331033191911}",20,13,10.84443908359998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.024500000000000022, 'e': 0.05114963103512801}",20,15,6.758255664954074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.02400000000000002, 'e': 0.050996412085361466}",25,16,17.562335555243383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.02350000000000002, 'e': 0.05084365210364792}",20,10,17.248557287297526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.02300000000000002, 'e': 0.050691349715146494}",25,13,10.967756830754437,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
995,False,"{'a': 0.02250000000000002, 'e': 0.050539503549134696}",30,21,16.668174949277965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.02200000000000002, 'e': 0.05038811223899596}",30,21,19.462991057054985,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.02150000000000002, 'e': 0.050237174422207494}",20,13,12.671214064864325,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.02100000000000002, 'e': 0.05008668874032793}",25,15,16.903815951564653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.020500000000000018, 'e': 0.049936653838985136}",20,6,28.97958943134756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,23.687377760414293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,8,34.16340632063012,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,3,31.355480812403748,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,9,29.655401814647387,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,18,23.12520984467196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,38.010492836783776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,10,26.671013736938875,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,12,23.499683772215715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,23.17849329605259,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,6,30.295539417711087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,7,39.089142554439476,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,15,8.51739198850848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,6,20.31498888303272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,20,12.13708421243356,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,11,22.617608289155154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,6,23.74644683444437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,0,35.16705316271533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",30,15,31.14460430574915,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,13,14.28861840334872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,9,23.704458001751718,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,8,24.165959108026094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",30,22,16.306455161185333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,14,13.123262944771295,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,18,16.426633535636245,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,14,13.102505174999148,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,14,8.943633672613753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,5,31.494082485707928,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",30,18,26.1627811364153,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",20,12,13.49426422299975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,6,25.52741336284888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,13,24.80179514668791,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,2,26.80012797768528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,13,21.567450998013594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,13,23.06719144876947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,13,21.09869344958141,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,6,24.972747678627794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,10,26.325020925953595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,8,22.54564880867712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,8,22.61712370058579,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,12,15.009686838775607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",30,14,30.10039282275755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,11,26.89959089630357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",35,6,44.05671283924948,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,12,15.879316347493393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,14,22.54894096076996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",35,15,31.84599530387243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,2,28.456232145491885,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,11,28.952948005283552,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,12,14.834995858632904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,11,24.408343427610586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",20,0,27.250971113114193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
52,True,"{'a': 0, 'e': 0}",20,3,27.808450829229425,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",20,10,17.47713813259406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",25,11,24.919808444830913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",30,13,30.061349786572574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",30,19,21.318566473659846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",30,24,10.74678547918526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",25,13,23.5125293116705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",20,7,22.73996830234467,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",20,9,20.774443177036954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",35,17,33.81026685189092,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",25,14,20.364566550898477,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",25,13,22.781737576532123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",30,20,23.36731693078749,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",25,18,12.511285352368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",35,23,17.733966314841524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",20,16,8.620879454589577,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",25,13,24.88362386295014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",25,15,20.529923958536877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",25,14,23.98309098854521,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",20,9,18.587527991599192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",30,8,34.732605364010226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",20,7,21.617844809658934,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",30,6,41.54708629263338,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",35,26,19.45332585134624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,9,17.72229037070108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",20,9,26.2485832570733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",35,15,31.66846612190056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",20,6,26.469701880950094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",35,24,15.506553601268408,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",30,18,23.559028612538476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",25,13,16.68758718437034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",25,12,23.16212233851314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",20,11,18.989956033664235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",20,9,21.519463034840825,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",20,9,18.59930106265086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",25,0,41.21619315948723,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,True,"{'a': 0, 'e': 0}",25,19,9.639741382437833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",25,5,31.15402381912002,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",25,13,23.57794728304444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",25,15,19.392862403519032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,9,20.43485409244682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",25,15,18.759922296376743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",20,5,26.799404785837805,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",25,8,34.69953024599049,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",25,13,26.03631563683455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",25,12,21.825151538585303,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",25,11,26.821388673181588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",25,8,32.41714025165322,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",25,9,28.423341188808102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
